ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
1522.5148360478,`0027 01053 AL Escambia,`0010 Developed,1,1507.2786589605,98.9992756243,2271888.955757706
39674.5383336712,`0027 01053 AL Escambia,"`0011 Cultural (business, residential, other intense human activity)",9,14619.4879131307,36.8485394592,213729426.84217393
27236.4884096595,`0027 01053 AL Escambia,"`0012 Rights-of-way (improved road, railway, power line)",13,9554.3926056905,35.0793849118,91286418.06367268
476044.7229856335,`0027 01053 AL Escambia,`0020 Forest (presnfcd is null),89,48523.577698696,10.1930712296,2354537592.6813865
1361.4043537409,`0027 01053 AL Escambia,`0022 Noncensus water (presnfcd is null),1,1376.7714449027,101.1287675935,1895499.6114994162
6058.826895379,`0027 01053 AL Escambia,`0023 Census water (presnfcd is null),2,5891.6487417339,97.2407504533,34711524.89597414
5914.4338213712,`0028 01055 AL Etowah,`0001 Agricultural land,1,5912.4158267392,99.9658801723,34956660.9082756
28277.2873575684,`0028 01055 AL Etowah,`0002 Cropland,6,12348.3376539755,43.6687490488,152481442.81658837
30913.0124155282,`0028 01055 AL Etowah,`0003  Pasture (improved through cultural practices),7,12665.0520216989,40.9699703525,160403542.71233946
64853.0362622185,`0028 01055 AL Etowah,"`0011 Cultural (business, residential, other intense human activity)",12,18876.9516578223,29.1072750727,356339303.8917586
9031.9072411146,`0028 01055 AL Etowah,"`0012 Rights-of-way (improved road, railway, power line)",4,5409.533126778,59.8935859544,29263048.649708822
5795.7233304636,`0028 01055 AL Etowah,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5712.9225136489,98.5713462825,32637483.64695639
185369.2430747819,`0028 01055 AL Etowah,`0020 Forest (presnfcd is null),38,31276.313727244,16.8724396823,978207800.3649943
5757.0948449248,`0028 01055 AL Etowah,`0022 Noncensus water (presnfcd is null),1,5897.0197489021,102.4304776584,34774841.91894161
11514.1896898497,`0028 01055 AL Etowah,`0023 Census water (presnfcd is null),2,8311.4230756039,72.1841770848,69079753.54168132
8237.9539431105,`0029 01057 AL Fayette,`0002 Cropland,3,6134.6104869188,74.4676472979,37633445.826213755
36756.456651222,`0029 01057 AL Fayette,`0003  Pasture (improved through cultural practices),8,14531.1508662513,39.5336008695,211154345.49775463
1402.8793968586,`0029 01057 AL Fayette,`0004 Idle farmland,1,1369.0225106074,97.5866146208,1874222.634549747
12236.9122309897,`0029 01057 AL Fayette,"`0011 Cultural (business, residential, other intense human activity)",4,7711.8294528214,63.0210408251,59472313.509404
14968.4789854258,`0029 01057 AL Fayette,"`0012 Rights-of-way (improved road, railway, power line)",5,8042.4489537817,53.729233021,64680985.17418507
342202.5902064838,`0029 01057 AL Fayette,`0020 Forest (presnfcd is null),59,42829.7671465256,12.5159096898,1834388953.8256059
34494.5965487164,`0030 01059 AL Franklin,`0002 Cropland,6,14096.2846237729,40.8651963906,198705240.1944156
32376.8469960587,`0030 01059 AL Franklin,`0003  Pasture (improved through cultural practices),6,13395.6459708137,41.3741522528,179443330.97537708
13569.9235413923,`0030 01059 AL Franklin,`0010 Developed,3,8617.9479503507,63.5077119194,74269026.87495404
21601.7571088639,`0030 01059 AL Franklin,"`0011 Cultural (business, residential, other intense human activity)",5,10382.3407562112,48.0624826207,107792999.57808448
11461.3433377216,`0030 01059 AL Franklin,"`0012 Rights-of-way (improved road, railway, power line)",8,4848.1046881275,42.2996200818,23504119.06704389
293889.2136070162,`0030 01059 AL Franklin,`0020 Forest (presnfcd is null),57,38071.4188972196,12.9543437236,1449432936.8475704
6160.4705207784,`0030 01059 AL Franklin,`0022 Noncensus water (presnfcd is null),2,5110.3602898993,82.9540580166,26115782.292579677
3061.3428788521,`0030 01059 AL Franklin,`0023 Census water (presnfcd is null),1,3049.8863131493,99.6257666601,9301806.523135392
78203.9032838125,`0031 01061 AL Geneva,`0002 Cropland,17,20259.0205623513,25.9053828667,410427914.14577085
24704.3362497429,`0031 01061 AL Geneva,`0003  Pasture (improved through cultural practices),6,11377.6539659303,46.0552910668,129451009.7684498
3679.0770244785,`0031 01061 AL Geneva,`0004 Idle farmland,1,3665.3146856143,99.6259295804,13434531.744579807
30633.9370027207,`0031 01061 AL Geneva,"`0011 Cultural (business, residential, other intense human activity)",7,12478.551647915,40.7344039612,155714251.22968298
11549.904839192,`0031 01061 AL Geneva,"`0012 Rights-of-way (improved road, railway, power line)",2,8312.0383989269,71.9662933561,69089982.34523554
7970.0915343577,`0031 01061 AL Geneva,`0017 Wetland,2,6288.8220636984,78.9052677324,39549282.94886005
197129.0348359966,`0031 01061 AL Geneva,`0020 Forest (presnfcd is null),42,32300.5862964895,16.3855042071,1043327875.096968
3023.5973928725,`0031 01061 AL Geneva,`0022 Noncensus water (presnfcd is null),1,3012.2870094168,99.6259295804,9073873.02710143
12964.7719581807,`0032 01063 AL Greene,`0001 Agricultural land,4,7907.1024854108,60.989136646,62522269.714789614
21650.4402593845,`0032 01063 AL Greene,`0003  Pasture (improved through cultural practices),4,11285.2423402799,52.1247706979,127356694.67884636
4203.0711208473,`0032 01063 AL Greene,`0004 Idle farmland,1,4390.7120046438,104.464375653,19278351.907722976
9959.1742354413,`0032 01063 AL Greene,`0007 Maintained wildlife opening,3,7286.8085929035,73.1667949635,53097579.46961162
9719.4584356254,`0032 01063 AL Greene,"`0011 Cultural (business, residential, other intense human activity)",2,6996.9209736675,71.9887946433,48956903.11174754
9581.3079988568,`0032 01063 AL Greene,"`0012 Rights-of-way (improved road, railway, power line)",6,3988.9032964325,41.63213725,15911349.508289892
347068.8069171176,`0032 01063 AL Greene,`0020 Forest (presnfcd is null),63,42896.3786894194,12.3596179877,1840099304.6660707
5604.0948277965,`0032 01063 AL Greene,`0023 Census water (presnfcd is null),1,5854.2826728584,104.464375653,34272625.61372974
15841.2215862587,`0033 01065 AL Hale,`0001 Agricultural land,3,9473.5072996738,59.8028835598,89747340.55697276
16429.3149574887,`0033 01065 AL Hale,`0002 Cropland,3,9995.5143298103,60.8395076464,99910306.71744286
77685.2124853718,`0033 01065 AL Hale,`0003  Pasture (improved through cultural practices),15,20602.6825050102,26.520726205,424470526.4022523
814.6683453659,`0033 01065 AL Hale,"`0011 Cultural (business, residential, other intense human activity)",1,805.8792592388,98.9211454972,649441.3804712049
20245.433729006,`0033 01065 AL Hale,"`0012 Rights-of-way (improved road, railway, power line)",8,8294.9604447455,40.9720066054,68806368.77989195
287518.0611605337,`0033 01065 AL Hale,`0020 Forest (presnfcd is null),54,39005.8245647728,13.5663910668,1521454349.9778297
444.6551146932,`0033 01065 AL Hale,`0022 Noncensus water (presnfcd is null),1,439.8579329662,98.9211454972,193475.0011933311
1551.5482668262,`0033 01065 AL Hale,`0023 Census water (presnfcd is null),1,1534.8093184859,98.9211454972,2355639.644111157
5774.952419596,`0034 01067 AL Henry,`0001 Agricultural land,1,5891.0883279158,102.0110279684,34704921.687305816
69780.9066109348,`0034 01067 AL Henry,`0002 Cropland,13,19866.4017200351,28.4696812995,394673917.30181307
18786.373498314,`0034 01067 AL Henry,`0003  Pasture (improved through cultural practices),5,9336.9535364512,49.7006702081,87178701.34184784
5774.952419596,`0034 01067 AL Henry,`0004 Idle farmland,1,5891.0883279158,102.0110279684,34704921.687305816
266.9452062072,`0034 01067 AL Henry,`0007 Maintained wildlife opening,1,270.4032791077,101.2954242369,73117.9333521875
10023.1835011996,`0034 01067 AL Henry,"`0011 Cultural (business, residential, other intense human activity)",2,7238.8933531669,72.2214988112,52401576.978523426
8431.7642209852,`0034 01067 AL Henry,"`0012 Rights-of-way (improved road, railway, power line)",4,6165.2004998292,73.1187487962,38009697.20309378
267090.6868141572,`0034 01067 AL Henry,`0020 Forest (presnfcd is null),49,38452.6042452126,14.3968345373,1478602773.238945
7509.7800177638,`0034 01067 AL Henry,`0023 Census water (presnfcd is null),2,6204.0655158813,82.6131458073,38490428.92534766
6047.194785745,`0035 01069 AL Houston,`0001 Agricultural land,1,6024.5740188337,99.6259295804,36295492.10840572
89010.2644684449,`0035 01069 AL Houston,`0002 Cropland,17,22296.197368046,25.0490182241,497120417.0748604
37881.3260802282,`0035 01069 AL Houston,`0003  Pasture (improved through cultural practices),9,14353.3944248373,37.8904223005,206019931.51495066
4535.3960893087,`0035 01069 AL Houston,`0004 Idle farmland,1,4518.4305141253,99.6259295804,20416214.31097821
42973.9925529177,`0035 01069 AL Houston,"`0011 Cultural (business, residential, other intense human activity)",10,14765.0854501264,34.3581886927,218007748.34953296
5367.8862260087,`0035 01069 AL Houston,"`0012 Rights-of-way (improved road, railway, power line)",3,3662.9243601806,68.2377421197,13417014.86840448
173641.9424937418,`0035 01069 AL Houston,`0020 Forest (presnfcd is null),36,30127.5637640715,17.3503954928,907670098.358196
6047.194785745,`0035 01069 AL Houston,`0022 Noncensus water (presnfcd is null),1,6024.5740188337,99.6259295804,36295492.10840572
9107.2496551606,`0035 01069 AL Houston,`0023 Census water (presnfcd is null),3,6397.1225000021,70.2420900077,40923176.28003276
4325.5764049869,`0036 01071 AL Jackson,`0001 Agricultural land,1,4417.2055594098,102.1183108526,19511704.954080753
92270.2443865862,`0036 01071 AL Jackson,`0002 Cropland,18,22091.652715286,23.9423368413,488041119.69280165
59563.5906256495,`0036 01071 AL Jackson,`0003  Pasture (improved through cultural practices),11,18331.3733770718,30.7761388871,336039249.8896184
32339.0802750226,`0036 01071 AL Jackson,"`0011 Cultural (business, residential, other intense human activity)",6,13446.9732277967,41.5811863338,180821088.98908135
44595.8170705614,`0036 01071 AL Jackson,"`0012 Rights-of-way (improved road, railway, power line)",12,14719.6390077727,33.0067705329,216667772.51914346
450391.4918651741,`0036 01071 AL Jackson,`0020 Forest (presnfcd is null),86,45820.0650436101,10.1733860144,2099478360.6006627
6027.66850546,`0036 01071 AL Jackson,`0022 Noncensus water (presnfcd is null),1,6012.3723965356,99.7462350673,36148621.8346231
35645.5444351383,`0036 01071 AL Jackson,`0023 Census water (presnfcd is null),6,14548.6754525325,40.8148498868,211663957.423122
1505.9366884277,`0037 01073 AL Jefferson,`0002 Cropland,1,1505.4228654236,99.9658801723,2266298.0037402944
17867.1333497937,`0037 01073 AL Jefferson,`0003  Pasture (improved through cultural practices),3,10345.4186492549,57.9019501714,107027687.02835064
7828.6689893852,`0037 01073 AL Jefferson,`0007 Maintained wildlife opening,2,5572.0278405959,71.1746511208,31047494.25637557
35263.3852423784,`0037 01073 AL Jefferson,`0010 Developed,6,14450.5383990941,40.9788745459,208818060.0236935
212358.2704131234,`0037 01073 AL Jefferson,"`0011 Cultural (business, residential, other intense human activity)",43,33541.5198571455,15.7947791682,1125033554.3272867
43036.5616940179,`0037 01073 AL Jefferson,"`0012 Rights-of-way (improved road, railway, power line)",17,12506.9731656055,29.0612741197,156424377.76517606
1346.0544020907,`0037 01073 AL Jefferson,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,1345.5951306473,99.9658801723,1810626.2556218172
381341.6453230268,`0037 01073 AL Jefferson,`0020 Forest (presnfcd is null),78,43451.3596593825,11.3943389589,1888020656.2490106
1505.9366884277,`0037 01073 AL Jefferson,`0022 Noncensus water (presnfcd is null),1,1505.4228654236,99.9658801723,2266298.0037402944
5757.0948449248,`0037 01073 AL Jefferson,`0023 Census water (presnfcd is null),1,5897.0197489021,102.4304776584,34774841.91894161
5412.6100648461,`0038 01075 AL Lamar,`0002 Cropland,1,5771.3667352655,106.6281639749,33308673.99292905
9807.1659486438,`0038 01075 AL Lamar,`0003  Pasture (improved through cultural practices),2,7285.2569503329,74.2850379863,53074968.83237313
4654.6448004786,`0038 01075 AL Lamar,`0004 Idle farmland,1,4604.4279554577,98.9211454972,21200756.797000412
3345.1912215749,`0038 01075 AL Lamar,`0007 Maintained wildlife opening,1,3264.458865728,97.5866146208,10656691.686030196
4283.4523931231,`0038 01075 AL Lamar,`0010 Developed,1,4237.2401741031,98.9211454972,17954204.293033585
22514.4481953025,`0038 01075 AL Lamar,"`0011 Cultural (business, residential, other intense human activity)",5,10636.6552718332,47.2436862745,113138435.37181722
15179.9158975167,`0038 01075 AL Lamar,"`0012 Rights-of-way (improved road, railway, power line)",9,7379.9661122092,48.6166469039,54463899.81735687
338741.4336702911,`0038 01075 AL Lamar,`0020 Forest (presnfcd is null),61,42112.9474552304,12.4321807932,1773500343.3670006
702.2928074962,`0038 01075 AL Lamar,`0022 Noncensus water (presnfcd is null),1,694.7160899195,98.9211454972,482630.4455929809
4543.7595914173,`0039 01077 AL Lauderdale,`0001 Agricultural land,1,4526.7553281391,99.6257666601,20491513.800835762
104331.7885332918,`0039 01077 AL Lauderdale,`0002 Cropland,20,23959.5916732654,22.9648048884,574062033.1496102
56528.167330082,`0039 01077 AL Lauderdale,`0003  Pasture (improved through cultural practices),11,17665.5489616401,31.2508786257,312071620.1161039
61626.5356422587,`0039 01077 AL Lauderdale,"`0011 Cultural (business, residential, other intense human activity)",15,17664.9251288083,28.6644786125,312049579.8064017
11711.4331449793,`0039 01077 AL Lauderdale,"`0012 Rights-of-way (improved road, railway, power line)",5,6836.7583199392,58.3767864727,46741264.32525794
6027.66850546,`0039 01077 AL Lauderdale,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,6012.3723965356,99.7462350673,36148621.8346231
185245.5569891903,`0039 01077 AL Lauderdale,`0020 Forest (presnfcd is null),40,30212.8672551067,16.3096312517,912817347.7747006
1376.9954316982,`0039 01077 AL Lauderdale,`0022 Noncensus water (presnfcd is null),1,1371.8422557032,99.6257666601,1881951.1745328763
23850.4407230291,`0039 01077 AL Lauderdale,`0023 Census water (presnfcd is null),4,11925.5266548122,50.0012842249,142218185.99463564
105377.916457203,`0040 01079 AL Lawrence,`0002 Cropland,19,24241.270097586,23.0041273471,587639175.9441175
40491.5874377467,`0040 01079 AL Lawrence,`0003  Pasture (improved through cultural practices),7,15225.8878573975,37.6025955535,231827661.0460443
36028.4881996679,`0040 01079 AL Lawrence,"`0011 Cultural (business, residential, other intense human activity)",6,14676.0958476488,40.7346979599,215387789.32937345
8097.2257942047,`0040 01079 AL Lawrence,"`0012 Rights-of-way (improved road, railway, power line)",3,6241.1777302279,77.0779757024,38952299.46029249
5767.4352066492,`0040 01079 AL Lawrence,`0017 Wetland,1,5889.6074125464,102.1183108526,34687475.473921336
225177.7112728369,`0040 01079 AL Lawrence,`0020 Forest (presnfcd is null),43,34022.4544234987,15.1091572213,1157527404.999043
4786.0752612545,`0040 01079 AL Lawrence,`0022 Noncensus water (presnfcd is null),3,3170.9782411464,66.2542494226,10055103.00582393
431.9306707198,`0041 01081 AL Lee,`0002 Cropland,1,437.526005315,101.2954242369,191429.0053269417
26907.8609422185,`0041 01081 AL Lee,`0003  Pasture (improved through cultural practices),6,12102.1132144039,44.9761251569,146461144.25424862
4535.3960893087,`0041 01081 AL Lee,`0004 Idle farmland,1,4518.4305141253,99.6259295804,20416214.31097821
6047.194785745,`0041 01081 AL Lee,`0007 Maintained wildlife opening,1,6024.5740188337,99.6259295804,36295492.10840572
11009.1191436709,`0041 01081 AL Lee,`0010 Developed,3,7756.1185069691,70.4517628136,60157374.29414829
77697.9936711672,`0041 01081 AL Lee,"`0011 Cultural (business, residential, other intense human activity)",16,20650.7371056325,26.5782115212,426452943.0059484
23315.4775621471,`0041 01081 AL Lee,"`0012 Rights-of-way (improved road, railway, power line)",8,10428.9785500544,44.7298517573,108763593.59749515
6047.194785745,`0041 01081 AL Lee,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,6024.5740188337,99.6259295804,36295492.10840572
245030.7795619283,`0041 01081 AL Lee,`0020 Forest (presnfcd is null),47,36384.4298679134,14.8489222182,1323826736.813108
129157.4572284806,`0042 01083 AL Limestone,`0002 Cropland,23,26638.6216785558,20.6249195751,709616164.9332225
34154.6665747239,`0042 01083 AL Limestone,`0003  Pasture (improved through cultural practices),6,14047.4261786722,41.128863454,197330182.2452461
16056.9390517578,`0042 01083 AL Limestone,`0004 Idle farmland,4,8702.872754107,54.2000734141,75739994.17417876
54341.0493984288,`0042 01083 AL Limestone,"`0011 Cultural (business, residential, other intense human activity)",9,17917.0633746306,32.9715078619,321021159.9705305
